"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"DT.ODA.ALLD.CD","Ayuda oficial neta para el desarrollo y oficial neta recibidas (US$ a precios actuales) ","La asistencia oficial neta para el desarrollo (AOD) comprende los desembolsos de préstamos en condiciones concesionarias (netos de reembolsos del principal) y las donaciones otorgadas por organismos oficiales de los miembros del Comité de Asistencia para el Desarrollo (CAD), por instituciones multilaterales y por países que no integran el CAD a fin de promover el desarrollo y el bienestar económico en los países y territorios que figuran en la lista del CAD de destinatarios de AOD. Incluye los préstamos que tienen un elemento de donación de al menos el 25% (calculado a una tasa de descuento del 10%). La ayuda oficial neta se refiere a los flujos de ayuda (netos de reembolsos) de donantes oficiales a países y territorios incluidos en la segunda parte de la lista de destinatarios del CAD: países más avanzados de Europa central y oriental, los países de la ex Unión Soviética y ciertos países y territorios en desarrollo avanzados. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.WHOL.CD","Flujos oficiales netos de organismos de Naciones Unidas, OMS (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión en carteras y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Mundial de Alimentos (PMA), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA) y el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.WFPG.CD","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, PMA (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión de cartera y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés), el Organismo Internacional de Energía Atómica (IAEA, por sus siglas en inglés), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), la Comisión Económica para Europa de las Naciones Unidas (UNECE), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Mundial de Alimentos (PMA) y la Organización Mundial de la Salud (OMS). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNWT.CD","","","",
"DT.NFL.UNTA.CD","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, Programa Regular de Asistencia Técnica: UNTA (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión de cartera y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés), el Organismo Internacional de Energía Atómica (IAEA, por sus siglas en inglés), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), la Comisión Económica para Europa de las Naciones Unidas (UNECE), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Mundial de Alimentos (PMA) y la Organización Mundial de la Salud (OMS). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNRW.CD","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, OOPS (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión de cartera y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés), el Organismo Internacional de Energía Atómica (IAEA, por sus siglas en inglés), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), la Comisión Económica para Europa de las Naciones Unidas (UNECE), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Mundial de Alimentos (PMA) y la Organización Mundial de la Salud (OMS). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNPB.CD","Flujos oficiales netos de organismos de la ONU, Fondo para la Consolidacin de la Paz (US$ corrientes)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión de cartera y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés), el Organismo Internacional de Energía Atómica (IAEA, por sus siglas en inglés), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), la Comisión Económica para Europa de las Naciones Unidas (UNECE), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Mundial de Alimentos (PMA) y la Organización Mundial de la Salud (OMS). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNFP.CD","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, FPNU (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión de cartera y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés), el Organismo Internacional de Energía Atómica (IAEA, por sus siglas en inglés), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), la Comisión Económica para Europa de las Naciones Unidas (UNECE), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Mundial de Alimentos (PMA) y la Organización Mundial de la Salud (OMS). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.NFL.UNEP.CD","","","",
"DT.NFL.UNEC.CD","Flujos oficiales netos de organismos de Naciones Unidas, UNECE (US$ a precios actuales)","Flujos oficiales netos de organismos de Naciones Unidas son los desembolsos netos del total de flujos oficiales de dichos organismos. El total de flujos oficiales es la suma de la asistencia oficial para el desarrollo (AOD) o la ayuda oficial y otros fondos oficiales y representa el total de desembolsos efectuados por el sector oficial en su conjunto hacia el país receptor. Los desembolsos netos son desembolsos brutos de donaciones y préstamos menos los reembolsos del principal de préstamos anteriores. La AOD consiste en préstamos realizados en condiciones concesionarias (con un componente de donación de al menos el 25%, calculado a una tasa de descuento del 10%) y donaciones otorgados para promover el desarrollo económico y el bienestar en países y territorios incluidos en la lista de destinatarios de AOD del CAD. La ayuda oficial se refiere a los flujos de ayuda desde los donantes oficiales hacia los países y territorios en la Parte II de la lista de receptores del CAD: países más avanzados de  Europa oriental y central, los países de la ex Unión Soviética, y ciertos países en desarrollo  avanzados y territorios. La ayuda oficial se brinda conforme a los términos y condiciones similares a los de la AOD. La Parte II de la lista del Comité de Asistencia para el Desarrollo (CAD) fue derogada en 2005. La colección de datos sobre ayuda oficial y otros flujos de recursos a países de la Parte II finalizó con los datos de 2004.  Los otros fondos oficiales son transacciones realizadas por el sector oficial cuyo objetivo principal no se relaciona con el desarrollo; o bien, en caso contrario, cuyo elemento de donación no supera el umbral del 25% que las haría elegibles para registrarse como AOD. Las clases principales de transacciones que se incluyen aquí son créditos para exportaciones oficiales, inversión en carteras y acciones del sector público y reorganización de la deuda llevada a cabo por el sector público en términos no concesionarios (sin importar la naturaleza o la identidad del acreedor). Organismos de Naciones Unidas son las Naciones Unidas e incluyen el Fondo de las Naciones Unidas para la Infancia (UNICEF), la Agencia de Naciones Unidas para los Refugiados de Palestina en Oriente Próximo (UNRWA, por sus siglas en inglés), el Programa Mundial de Alimentos (PMA), el Fondo Internacional de Desarrollo Agrícola (FIDA), el Programa de las Naciones Unidas para el Desarrollo (PNUD), el Fondo de Población de las Naciones Unidas (FPNU), el Alto Comisionado de Naciones Unidas para los Refugiados (ACNUR), el Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA (ONUSIDA) y el Programa Regular de Naciones Unidas de Asistencia Técnica (UNTA, por sus siglas en inglés). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"AG.LND.TOTL.K2","Área de tierra (kilómetros cuadrados)","El área de tierra es la superficie total de un país, sin incluir la superficie cubierta por masas de agua interiores, los derechos del país sobre la plataforma continental ni las zonas económicas exclusivas. En la mayoría de los casos, la definición de masas de agua interiores incluye los principales ríos y lagos.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.PRCP.MM","Promedio detallado de precipitaciones (mm anuales)  ","Precipitación media es el promedio a largo plazo en profundidad (sobre espacio y tiempo) de precipitación anual en el país. La precipitación se define como cualquier tipo de agua que cae de las nubes en forma líquida o sólida.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.IRIG.AG.ZS","Tierras agrícolas de regadío (% del total de tierras agrícolas) ","Tierras agrícolas de regadío son las zonas agrícolas a las que se provee agua en forma deliberada, incluidas las tierras irrigadas mediante inundaciones controladas.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.FRST.ZS","Área selvática (% del área de tierra)","La superficie forestal se refiere a las tierras con agrupaciones de árboles naturales o plantados de por lo menos 5 metros in situ, sean estas para usos productivos o no, y excluye las poblaciones en los sistemas de producción agrícola (por ejemplo, en plantaciones frutales y sistemas agroforestales) y los árboles en los parques y jardines urbanos.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.FRST.K2","Área selvática  (kilómetros cuadrados)","La superficie forestal se refiere a las tierras con agrupaciones de árboles naturales o plantados de por lo menos 5 metros in situ, sean estas para usos productivos o no, y excluye las poblaciones en los sistemas de producción agrícola (por ejemplo, en plantaciones frutales y sistemas agroforestales) y los árboles en los parques y jardines urbanos.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.EL5M.ZS","Superficie del terreno donde la elevación es inferior a 5 metros (% de la superficie total)","Superficie del terreno por debajo de 5 metros es el porcentaje de la superficie total donde la elevación es de 5 metros o menos.","Centro para la Red Internacional de Información sobre las Ciencias de la Tierra (CIESIN, por sus siglas en inglés), Conjunto de datos Place II.",
"AG.LND.EL5M.UR.ZS","Área de tierra urbana donde la elevación es inferior a 5 metros (% de la superficie total)","Urban land area below 5m is the percentage of total land where the urban land elevation is 5 meters or less.","Centro para la Red Internacional de Información sobre Ciencias de la Tierra (CIESIN)/Universidad de Columbia. 2013. Urban-Rural Population and Land Area Estimates Version 2. Palisades, Nueva York: Centro de Datos y Aplicaciones Socioeconómicas (SEDAC) de la NASA. http://sedac.ciesin.columbia.edu/data/set/lecz-urban-rural-population-land-area-estimates-v2.",
"AG.LND.EL5M.UR.K2","Área de tierra urbana donde la elevación es inferior a 5 metros (kilómetros cuadrados)","Urban land area below 5m is the total urban land area in square kilometers where the elevation is 5 meters or less.","Centro para la Red Internacional de Información sobre Ciencias de la Tierra (CIESIN)/Universidad de Columbia. 2013. Urban-Rural Population and Land Area Estimates Version 2. Palisades, Nueva York: Centro de Datos y Aplicaciones Socioeconómicas (SEDAC) de la NASA. http://sedac.ciesin.columbia.edu/data/set/lecz-urban-rural-population-land-area-estimates-v2.",
"AG.LND.EL5M.RU.ZS","Área de tierra rural donde la elevación es inferior a 5 metros (% de la superficie total)","Rural land area below 5m is the percentage of total land where the rural land elevation is 5 meters or less.","Centro para la Red Internacional de Información sobre Ciencias de la Tierra (CIESIN)/Universidad de Columbia. 2013. Urban-Rural Population and Land Area Estimates Version 2. Palisades, Nueva York: Centro de Datos y Aplicaciones Socioeconómicas (SEDAC) de la NASA. http://sedac.ciesin.columbia.edu/data/set/lecz-urban-rural-population-land-area-estimates-v2.",
"AG.LND.EL5M.RU.K2","Área de tierra rural donde la elevación es inferior a 5 metros (kilómetros cuadrados)","Rural land area below 5m is the total rural land area in square kilometers where the elevation is 5 meters or less.","Centro para la Red Internacional de Información sobre Ciencias de la Tierra (CIESIN)/Universidad de Columbia. 2013. Urban-Rural Population and Land Area Estimates Version 2. Palisades, Nueva York: Centro de Datos y Aplicaciones Socioeconómicas (SEDAC) de la NASA. http://sedac.ciesin.columbia.edu/data/set/lecz-urban-rural-population-land-area-estimates-v2.",
"AG.LND.CROP.ZS","Tierras destinadas al cultivo de manera permanente (% del área de tierra)","Las tierras destinadas al cultivo de manera permanente son aquellas en las cuales se siembran cultivos que ocupan la tierra durante períodos prolongados y que no necesitan replantarse tras cada cosecha, como el cacao, el café y el caucho. En esta categoría se incluyen los terrenos con arbustos de flores, árboles frutales, árboles de frutos secos y vides, pero se excluyen aquellos donde se siembran árboles para obtener madera o madera de construcción.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.CREL.HA","Tierra utilizada para la producción de cereales (hectáreas)","Tierra utilizada para la producción de cereales se refiere a la superficie cosechada, aunque algunos países solo informan la superficie sembrada o cultivada. Los cereales incluyen trigo, arroz, maíz, cebada, avena, centeno, mijo, sorgo, trigo sarraceno y mezcla de cereales. Los datos de producción de cereales se relacionan con los cultivos cosechados para granos secos únicamente. Se excluyen los cultivos de cereales destinados a heno o que se cosechan verdes para alimento, pienso o ensilaje y los que se utilizan para pastoreo.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.ARBL.ZS","Tierras cultivables (% del área de tierra)","La tierra cultivable incluye aquellos terrenos definidos por la FAO como afectados a cultivos temporales (las zonas de doble cosecha se cuentan una sola vez), los prados temporales para segar o para pasto, las tierras cultivadas como huertos comerciales o domésticos, y las tierras temporalmente en barbecho. Se excluyen las tierras abandonadas a causa del cultivo migratorio.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.ARBL.HA.PC","Tierras cultivables (hectáreas por persona)","La tierra cultivable (en hectáreas por persona) incluye aquellos terrenos definidos por la FAO como afectados a cultivos temporales (las zonas de doble cosecha se cuentan una sola vez), los prados temporales para segar o para pasto, las tierras cultivadas como huertos comerciales o domésticos, y las tierras temporalmente en barbecho Se excluyen las tierras abandonadas a causa del cultivo migratorio.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
"AG.LND.ARBL.HA","Tierras cultivables (hectáreas)","La tierra cultivable (en hectáreas) incluye aquellos terrenos definidos por la FAO como afectados a cultivos temporales (las zonas de doble cosecha se cuentan una sola vez), los prados temporales para segar o para pasto, las tierras cultivadas como huertos comerciales o domésticos, y las tierras temporalmente en barbecho. Se excluyen las tierras abandonadas a causa del cultivo migratorio.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
